sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Male,Less than 25,African-American,F,21,2,0,1,0,1
Male,Greater than 45,African-American,F,49,29,0,0,0,1
Male,Less than 25,Hispanic,F,23,1,0,0,0,0
Female,25 - 45,African-American,M,37,23,0,0,0,1
Male,25 - 45,Hispanic,M,33,0,0,0,0,0
Male,Less than 25,African-American,F,20,1,1,0,0,1
Male,25 - 45,Caucasian,F,28,1,0,0,0,0
Male,25 - 45,African-American,F,29,3,0,0,0,1
Male,25 - 45,African-American,F,25,1,0,0,1,1
Male,Less than 25,African-American,F,20,2,0,0,0,1
Male,25 - 45,Caucasian,M,30,3,0,0,0,1
Male,Greater than 45,African-American,F,55,5,0,0,0,0
Male,25 - 45,Caucasian,M,26,0,0,0,0,0
Female,Greater than 45,Caucasian,F,52,6,0,0,0,0
Male,Greater than 45,African-American,F,52,16,0,0,0,1
Male,25 - 45,Hispanic,F,27,1,0,0,0,1
Male,Greater than 45,Caucasian,M,60,2,0,0,0,0
Male,25 - 45,Caucasian,M,44,0,0,0,0,0
Male,25 - 45,Hispanic,F,30,1,0,0,0,0
Female,25 - 45,African-American,M,25,2,0,0,0,0
Female,Less than 25,Caucasian,F,20,4,0,0,0,1
Male,25 - 45,Caucasian,F,28,3,0,0,0,1
Male,25 - 45,African-American,M,39,3,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,0,0,0
Male,Less than 25,Caucasian,F,24,1,0,0,0,1
Female,25 - 45,African-American,F,28,0,0,0,0,0
Male,25 - 45,African-American,F,35,10,0,0,0,1
Male,25 - 45,Caucasian,M,30,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,2,1
Male,25 - 45,African-American,F,39,9,0,0,0,0
Female,Greater than 45,Other,F,46,1,0,0,0,0
Male,Greater than 45,Other,M,47,3,0,0,0,0
Male,25 - 45,African-American,M,26,5,0,0,0,0
Male,25 - 45,African-American,F,33,3,0,0,0,0
Female,Less than 25,African-American,F,23,0,0,0,0,0
Female,Greater than 45,African-American,F,52,0,0,0,0,1
Female,Less than 25,African-American,M,22,0,0,0,5,1
Male,Greater than 45,Caucasian,F,54,0,0,0,0,0
Male,Greater than 45,African-American,M,50,2,0,0,0,0
Male,Less than 25,African-American,F,20,2,0,0,4,1
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Female,Greater than 45,Caucasian,F,46,0,0,0,0,0
Male,25 - 45,African-American,F,26,1,0,0,1,1
Male,Less than 25,Caucasian,M,22,0,0,0,0,0
Male,25 - 45,Caucasian,F,38,10,1,0,0,1
Female,25 - 45,Hispanic,F,36,9,0,0,0,1
Female,25 - 45,African-American,F,34,5,0,0,0,1
Male,Less than 25,African-American,F,18,4,5,0,2,1
Female,25 - 45,Caucasian,F,26,3,0,0,0,1
Female,Less than 25,Caucasian,F,23,0,0,0,0,0
Female,25 - 45,Hispanic,M,32,8,0,0,1,1
Male,25 - 45,Caucasian,M,44,1,0,0,0,1
Male,Greater than 45,Caucasian,F,53,9,0,0,0,1
Male,25 - 45,African-American,F,27,6,0,0,0,0
Male,25 - 45,African-American,F,27,4,0,0,0,1
Male,25 - 45,Caucasian,F,25,2,0,0,0,0
Male,Greater than 45,Caucasian,F,48,18,0,0,0,1
Male,Less than 25,Caucasian,F,19,1,0,1,3,1
Male,Greater than 45,Caucasian,F,53,0,0,0,0,0
Male,25 - 45,African-American,M,39,0,0,0,0,0
Male,25 - 45,Other,F,37,2,0,0,0,1
Male,25 - 45,African-American,F,27,6,1,0,0,1
Female,25 - 45,Caucasian,F,29,1,0,0,0,1
Female,Less than 25,African-American,F,21,2,0,0,0,1
Female,Less than 25,African-American,F,24,7,0,0,0,0
Male,25 - 45,Caucasian,M,33,0,0,0,0,0
Female,Less than 25,Caucasian,M,24,1,0,0,4,0
Male,Greater than 45,Caucasian,F,46,1,0,0,0,0
Male,25 - 45,Hispanic,F,32,7,0,0,0,0
Male,Less than 25,Hispanic,F,24,2,0,0,0,0
Female,25 - 45,Caucasian,F,38,0,0,0,0,0
Male,25 - 45,African-American,F,30,13,0,2,2,1
Male,25 - 45,African-American,M,26,27,0,2,2,1
Male,Greater than 45,Caucasian,F,57,2,0,0,0,0
Male,25 - 45,Caucasian,F,43,0,0,0,0,0
Male,Less than 25,African-American,M,22,0,0,0,0,0
Male,25 - 45,Caucasian,M,26,1,0,0,0,0
Female,25 - 45,African-American,M,28,9,0,0,0,1
Male,Greater than 45,Caucasian,F,51,3,0,0,0,0
Male,25 - 45,Hispanic,F,41,3,0,0,0,0
Male,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,Greater than 45,African-American,F,48,3,0,0,0,1
Male,25 - 45,Caucasian,M,26,0,0,0,0,1
Male,25 - 45,African-American,F,31,6,0,0,0,1
Male,25 - 45,African-American,M,27,6,1,2,1,0
Male,25 - 45,African-American,M,25,0,0,0,0,0
Male,Greater than 45,Caucasian,M,56,3,0,0,0,0
Female,25 - 45,African-American,M,29,1,0,0,0,0
Female,25 - 45,Caucasian,F,30,3,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,Less than 25,Caucasian,F,22,1,0,0,0,1
Female,25 - 45,African-American,M,28,0,0,0,0,0
Male,25 - 45,African-American,F,35,2,0,0,0,0
Male,Less than 25,Caucasian,F,23,0,0,0,0,0
Male,Greater than 45,African-American,F,48,4,0,0,0,0
Male,Less than 25,Caucasian,M,22,4,0,1,2,1
Male,25 - 45,African-American,F,37,2,0,0,0,0
Male,25 - 45,African-American,F,33,0,0,0,0,0
Male,Less than 25,African-American,F,23,5,0,0,1,1
Male,Less than 25,African-American,M,22,0,0,0,1,1
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,African-American,M,44,2,0,0,0,0
Male,25 - 45,African-American,M,26,4,0,0,0,0
Female,25 - 45,African-American,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,29,2,0,0,0,0
Male,25 - 45,Hispanic,F,26,0,0,0,1,0
Male,25 - 45,Caucasian,M,30,1,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,0,1
Male,25 - 45,Other,F,42,1,0,0,0,0
Female,25 - 45,African-American,F,28,0,0,0,0,1
Male,Less than 25,African-American,F,20,0,0,0,0,0
Female,Less than 25,Caucasian,M,24,7,0,2,0,0
Female,25 - 45,Other,F,36,6,0,1,0,1
Male,25 - 45,African-American,F,37,6,0,0,0,1
Female,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,African-American,F,27,8,0,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,0,1
Male,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,Less than 25,African-American,F,23,8,0,0,0,1
Male,25 - 45,Caucasian,F,43,1,0,0,0,0
Female,Greater than 45,Caucasian,M,55,0,0,0,0,0
Male,25 - 45,Caucasian,F,38,0,0,0,0,1
Male,Less than 25,Caucasian,F,24,1,0,0,0,1
Male,Less than 25,African-American,M,23,0,0,0,0,0
Female,Greater than 45,African-American,F,64,0,0,0,0,0
Male,Greater than 45,Other,M,48,0,0,0,0,0
Male,25 - 45,African-American,F,32,11,0,1,2,1
Female,25 - 45,African-American,F,39,0,0,0,0,1
Male,25 - 45,Caucasian,M,30,0,0,0,0,0
Female,Less than 25,African-American,M,22,1,0,0,0,0
Male,Less than 25,African-American,F,20,2,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,1
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,Greater than 45,Hispanic,M,49,2,0,0,0,0
Male,Greater than 45,Caucasian,F,50,2,0,0,0,0
Male,25 - 45,African-American,M,30,3,0,0,0,0
Male,Greater than 45,African-American,F,51,12,0,0,0,1
Male,Less than 25,African-American,M,21,2,0,2,0,1
Male,Less than 25,African-American,F,21,1,1,0,2,1
Male,25 - 45,African-American,F,31,1,0,0,0,0
Male,Less than 25,African-American,M,23,2,0,0,0,1
Male,Less than 25,Hispanic,M,23,0,0,0,0,0
Male,25 - 45,African-American,F,32,4,0,0,0,1
Male,25 - 45,African-American,F,28,11,0,0,0,1
Male,Greater than 45,Caucasian,F,50,16,1,0,0,1
Male,Less than 25,African-American,F,24,0,0,0,1,0
Female,Less than 25,African-American,F,19,1,0,0,0,1
Male,25 - 45,Other,M,31,1,0,0,0,0
Male,25 - 45,African-American,F,29,3,0,0,0,1
Male,25 - 45,African-American,F,41,6,0,0,0,1
Male,25 - 45,African-American,M,28,4,0,0,0,1
Male,25 - 45,Caucasian,F,29,6,0,0,0,1
Male,Greater than 45,Caucasian,F,49,0,0,0,0,0
Male,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,25 - 45,African-American,M,38,4,0,0,0,0
Male,Less than 25,African-American,F,22,3,0,0,1,1
Male,Greater than 45,Caucasian,M,46,0,0,0,0,1
Male,Greater than 45,Caucasian,F,63,1,0,0,0,0
Male,25 - 45,African-American,F,38,0,0,0,0,1
Male,25 - 45,African-American,F,36,0,0,0,0,0
Female,25 - 45,African-American,M,27,10,0,1,0,1
Male,Less than 25,Caucasian,F,22,6,0,0,0,1
Male,25 - 45,African-American,M,29,11,0,0,0,0
Male,Less than 25,African-American,F,23,6,0,0,0,1
Male,25 - 45,African-American,M,39,2,0,0,0,0
Male,Greater than 45,Caucasian,M,47,0,0,0,0,0
Male,25 - 45,African-American,F,26,7,0,0,0,1
Female,Less than 25,African-American,F,21,0,0,0,0,1
Male,Greater than 45,African-American,F,55,12,0,0,0,0
Male,Greater than 45,African-American,M,63,2,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,1
Male,Greater than 45,Caucasian,M,55,27,0,0,0,0
Male,Greater than 45,Caucasian,M,57,21,0,0,0,1
Male,Less than 25,Hispanic,F,24,1,0,0,0,0
Male,Greater than 45,Other,M,54,2,0,0,0,1
Male,25 - 45,African-American,F,30,2,0,0,0,1
Male,25 - 45,African-American,M,26,3,0,1,0,0
Male,25 - 45,Caucasian,F,26,0,0,0,0,1
Male,25 - 45,Caucasian,M,37,1,0,0,0,0
Male,25 - 45,African-American,M,25,4,0,0,0,0
Male,25 - 45,African-American,F,34,0,0,0,0,0
Female,Greater than 45,Hispanic,F,48,4,0,0,0,1
Male,25 - 45,African-American,F,25,2,1,1,0,1
Male,Greater than 45,Other,F,57,0,0,0,0,0
Male,Greater than 45,Caucasian,F,46,2,0,0,0,0
Male,Less than 25,Hispanic,F,21,0,0,0,0,1
Male,25 - 45,African-American,F,32,8,0,0,1,0
Female,25 - 45,African-American,F,25,5,0,0,0,1
Male,25 - 45,African-American,F,35,4,0,0,0,1
Female,25 - 45,African-American,F,33,2,0,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,0,1
Male,Greater than 45,Caucasian,F,49,10,0,0,0,1
Male,25 - 45,African-American,M,29,2,0,0,0,0
Male,25 - 45,Caucasian,M,28,6,0,0,0,1
Male,Greater than 45,African-American,F,53,20,0,0,0,0
Male,Greater than 45,Hispanic,M,57,1,0,0,0,0
Male,25 - 45,African-American,F,29,3,0,1,0,1
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,Greater than 45,Caucasian,F,48,0,0,0,0,0
Male,25 - 45,Hispanic,M,29,0,0,0,0,1
Male,25 - 45,Caucasian,M,25,1,0,0,0,1
Male,Greater than 45,Caucasian,F,67,0,0,0,0,0
Male,25 - 45,African-American,M,29,2,0,0,1,0
Female,Greater than 45,African-American,F,53,3,0,0,0,0
Male,Less than 25,Caucasian,F,23,1,0,0,0,0
Male,Greater than 45,African-American,F,49,0,0,0,0,0
Female,25 - 45,Caucasian,M,44,0,0,0,0,0
Female,Greater than 45,Hispanic,F,55,0,0,0,0,0
Male,25 - 45,African-American,F,26,10,1,0,0,1
Male,Greater than 45,Caucasian,F,51,2,0,0,0,1
Male,Greater than 45,African-American,M,46,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,1,0,0,0,1
Female,Greater than 45,African-American,F,48,0,0,0,0,1
Male,Greater than 45,African-American,M,77,1,0,0,0,1
Male,Less than 25,African-American,F,21,2,0,2,2,1
Male,Greater than 45,Caucasian,F,46,11,0,0,0,1
Male,Greater than 45,African-American,F,54,4,0,0,0,1
Male,Greater than 45,Caucasian,F,54,3,0,0,0,0
Male,25 - 45,African-American,F,26,15,0,0,0,0
Male,Less than 25,African-American,F,23,8,0,1,1,1
Male,25 - 45,Hispanic,F,27,1,0,0,0,0
Male,25 - 45,Caucasian,F,39,2,0,0,0,0
Male,25 - 45,Hispanic,F,35,13,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,1
Male,25 - 45,African-American,M,30,9,1,0,0,1
Male,25 - 45,African-American,F,41,6,0,0,0,0
Male,25 - 45,African-American,M,32,1,0,0,0,0
Male,Greater than 45,African-American,M,48,12,0,0,0,0
Male,25 - 45,Caucasian,F,39,2,0,0,0,0
Male,Greater than 45,African-American,M,52,0,0,0,0,1
Male,25 - 45,African-American,F,31,3,0,1,0,1
Male,Less than 25,Caucasian,F,22,1,0,0,3,1
Male,Greater than 45,African-American,M,56,4,0,0,0,1
Female,Greater than 45,Caucasian,M,46,0,0,0,0,0
Female,Greater than 45,Caucasian,F,52,23,0,0,0,1
Male,25 - 45,African-American,F,29,7,0,0,0,1
Female,Less than 25,African-American,F,22,0,0,0,0,0
Male,25 - 45,Hispanic,F,32,1,0,0,0,0
Male,25 - 45,African-American,F,39,8,0,0,0,0
Male,25 - 45,African-American,F,35,9,0,0,0,0
Male,25 - 45,African-American,M,26,1,0,0,0,0
Male,25 - 45,African-American,F,27,1,0,0,0,0
Male,25 - 45,African-American,F,27,5,0,0,0,1
Female,25 - 45,Caucasian,F,34,10,0,0,0,1
Male,Greater than 45,African-American,F,47,21,0,0,0,1
Male,25 - 45,African-American,M,27,2,0,0,0,0
Male,25 - 45,Hispanic,F,27,6,0,0,0,0
Female,25 - 45,African-American,M,32,0,0,0,0,1
Male,25 - 45,Hispanic,M,28,8,0,0,0,1
Male,25 - 45,African-American,F,25,5,0,0,1,1
Male,Less than 25,Caucasian,M,22,2,0,0,1,1
Male,25 - 45,Caucasian,M,43,4,0,0,0,0
Male,Greater than 45,African-American,F,52,7,0,0,0,1
Male,Less than 25,African-American,F,21,2,0,0,0,1
Male,25 - 45,African-American,F,28,11,0,1,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,25 - 45,Hispanic,F,26,0,0,0,0,0
Male,Less than 25,Caucasian,M,23,4,0,1,0,1
Male,25 - 45,Hispanic,M,39,3,0,0,0,0
Male,25 - 45,African-American,M,31,1,0,0,0,0
Male,25 - 45,Caucasian,M,34,1,0,0,0,0
Male,25 - 45,African-American,M,32,0,0,0,0,0
Female,Greater than 45,Caucasian,M,50,0,0,0,0,1
Male,25 - 45,African-American,M,27,1,0,0,0,0
Female,25 - 45,African-American,F,26,4,0,1,0,0
Male,25 - 45,African-American,F,27,4,1,0,0,1
Male,25 - 45,Caucasian,F,29,0,0,0,0,1
Male,25 - 45,Caucasian,M,30,11,0,0,0,1
Male,Greater than 45,African-American,M,58,0,0,0,0,0
Male,25 - 45,African-American,F,27,14,2,0,0,1
Male,25 - 45,African-American,F,28,5,0,0,0,1
Male,Less than 25,African-American,F,24,15,0,5,1,1
Male,Greater than 45,African-American,F,45,1,0,0,0,1
Male,Greater than 45,Caucasian,M,50,0,0,0,0,0
Female,25 - 45,African-American,F,30,15,0,0,0,1
Male,25 - 45,Hispanic,F,25,1,0,0,0,1
Male,Greater than 45,Hispanic,F,46,0,0,0,0,0
Male,25 - 45,Caucasian,F,43,0,0,0,0,1
Male,Less than 25,Caucasian,F,24,0,0,0,0,1
Male,25 - 45,African-American,F,34,10,0,0,0,0
Male,Greater than 45,Hispanic,F,56,2,0,0,0,0
Male,25 - 45,Caucasian,F,26,2,0,0,0,0
Male,25 - 45,Caucasian,F,31,0,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,3,1
Male,25 - 45,African-American,F,39,0,0,0,0,0
Male,Greater than 45,African-American,F,50,4,0,0,0,1
Female,Less than 25,African-American,M,22,0,0,0,0,0
Female,25 - 45,African-American,M,25,0,0,0,0,0
Female,Less than 25,African-American,F,21,2,0,1,0,0
Male,Less than 25,Caucasian,F,20,1,0,0,0,0
Male,Greater than 45,African-American,M,54,12,0,0,0,1
Female,25 - 45,African-American,F,27,2,0,0,0,1
Male,Greater than 45,Caucasian,F,45,5,0,0,0,1
Male,25 - 45,African-American,F,34,13,3,1,0,1
Female,Greater than 45,Caucasian,F,55,0,0,0,0,0
Male,Less than 25,African-American,M,24,0,0,0,0,0
Male,Less than 25,African-American,F,20,0,0,0,1,1
Male,25 - 45,African-American,M,37,5,0,0,0,1
Female,25 - 45,Caucasian,M,34,1,0,0,0,0
Female,25 - 45,African-American,F,41,2,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,Less than 25,African-American,F,22,3,0,0,0,1
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,Caucasian,F,42,8,0,0,0,0
Female,Less than 25,African-American,M,23,0,0,0,0,1
Female,25 - 45,African-American,F,40,1,0,0,0,0
Male,Less than 25,African-American,F,19,2,3,0,0,1
Male,Less than 25,Caucasian,M,20,0,0,0,0,0
Female,25 - 45,Caucasian,F,44,0,0,0,0,1
Male,Less than 25,African-American,M,20,0,0,0,0,0
Male,25 - 45,African-American,M,27,5,0,0,0,0
Male,Less than 25,Caucasian,M,20,0,0,0,0,1
Male,Less than 25,African-American,F,20,0,0,0,0,0
Male,25 - 45,Caucasian,F,28,1,0,0,0,1
Male,25 - 45,African-American,F,29,9,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,1
Male,Greater than 45,African-American,M,45,4,0,0,0,1
Female,Less than 25,African-American,F,24,2,0,0,0,1
Male,Greater than 45,African-American,F,60,15,0,0,0,1
Male,25 - 45,African-American,F,43,8,1,0,0,1
Male,Less than 25,Other,F,21,0,0,0,0,1
Female,Less than 25,African-American,F,24,0,0,0,0,0
Male,Less than 25,African-American,F,23,3,0,1,0,1
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,0,0,0,0,0
Male,25 - 45,African-American,M,31,6,0,1,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,1
Female,Greater than 45,African-American,F,46,4,0,0,0,0
Male,Greater than 45,African-American,M,53,3,0,0,0,0
Male,Greater than 45,Caucasian,F,54,0,0,0,0,0
Female,25 - 45,Caucasian,F,37,5,0,0,0,1
Female,25 - 45,African-American,F,35,7,0,0,0,1
Female,Greater than 45,African-American,F,53,0,0,0,0,0
Male,25 - 45,African-American,M,26,9,0,0,0,1
Male,Greater than 45,African-American,M,48,7,0,0,0,1
Male,Greater than 45,African-American,M,63,22,0,0,0,1
Female,Greater than 45,African-American,M,56,2,0,0,0,1
Male,25 - 45,African-American,F,25,6,0,0,0,1
Female,Greater than 45,Caucasian,F,49,0,0,0,0,0
Male,25 - 45,Caucasian,M,34,0,0,0,0,1
Male,Less than 25,African-American,M,21,0,0,0,0,1
Male,Less than 25,Caucasian,F,23,0,0,0,0,1
Male,Greater than 45,Caucasian,F,57,0,0,0,0,0
Male,25 - 45,Caucasian,F,29,8,0,1,0,1
Female,25 - 45,Other,F,34,0,0,0,0,0
Male,25 - 45,Caucasian,F,25,5,0,0,0,1
Female,25 - 45,African-American,F,42,1,0,0,0,0
Male,Greater than 45,African-American,F,51,1,0,0,0,0
Male,25 - 45,African-American,F,26,7,0,0,0,0
Male,25 - 45,Other,M,31,5,0,1,0,0
Male,25 - 45,African-American,F,34,9,0,1,0,0
Male,Greater than 45,African-American,M,53,13,0,0,0,0
Female,25 - 45,African-American,F,43,6,0,0,0,0
Male,25 - 45,African-American,F,34,0,0,0,0,0
Female,25 - 45,Caucasian,F,27,2,0,0,0,1
Male,Greater than 45,African-American,M,51,0,0,0,0,0
Male,25 - 45,Caucasian,M,26,1,0,0,0,0
Male,Greater than 45,African-American,F,47,5,0,0,0,0
Male,Less than 25,Caucasian,F,22,0,0,0,1,0
Female,25 - 45,Caucasian,F,36,0,0,0,0,0
Female,25 - 45,Hispanic,M,36,1,0,0,0,0
Male,25 - 45,Caucasian,F,41,4,0,0,0,1
Male,25 - 45,African-American,M,37,2,0,0,0,0
Male,Less than 25,African-American,F,21,2,0,0,0,0
Male,25 - 45,African-American,M,25,6,0,3,1,0
Male,25 - 45,Hispanic,F,27,1,0,0,0,1
Female,25 - 45,Hispanic,F,31,2,0,0,0,1
Male,Less than 25,African-American,M,24,7,0,0,1,1
Male,25 - 45,Caucasian,M,33,0,0,0,0,0
Male,Greater than 45,Caucasian,F,46,5,0,0,0,0
Female,25 - 45,Caucasian,F,44,3,0,0,0,1
Male,Greater than 45,Caucasian,F,46,0,0,0,0,1
Female,25 - 45,African-American,F,28,1,0,0,0,0
Male,25 - 45,African-American,F,28,5,1,0,0,1
Male,Greater than 45,African-American,F,66,5,0,0,0,1
Male,Less than 25,Caucasian,M,20,0,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,0
Female,Less than 25,Other,F,24,0,0,0,0,0
Male,25 - 45,African-American,F,25,3,0,0,0,1
Male,25 - 45,Caucasian,M,31,8,0,0,0,0
Female,25 - 45,African-American,F,39,1,0,0,0,0
Female,25 - 45,African-American,F,41,7,0,0,0,1
Male,25 - 45,African-American,F,26,0,0,0,0,0
Male,25 - 45,African-American,M,25,2,0,0,0,1
Male,25 - 45,African-American,F,35,5,0,0,0,0
Male,Greater than 45,Hispanic,M,55,0,0,0,0,0
Male,Less than 25,African-American,F,22,2,0,0,0,1
Female,25 - 45,Other,M,29,2,0,0,0,1
Male,25 - 45,African-American,F,25,7,0,0,0,1
Male,Greater than 45,Caucasian,M,50,18,0,0,0,1
Female,25 - 45,Caucasian,M,27,2,0,0,0,0
Male,Greater than 45,Hispanic,F,50,5,0,0,0,1
Female,Less than 25,Caucasian,M,20,0,0,0,0,1
Male,Greater than 45,Caucasian,M,56,5,0,0,0,0
Male,25 - 45,African-American,F,25,5,0,0,0,1
Female,Greater than 45,African-American,F,48,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,Caucasian,M,31,2,0,0,0,1
Male,25 - 45,Caucasian,M,35,0,0,0,0,0
Male,25 - 45,Hispanic,M,25,6,0,0,0,1
Male,25 - 45,African-American,F,34,2,0,0,0,1
Male,25 - 45,African-American,F,32,0,0,0,0,0
Male,25 - 45,Hispanic,M,33,1,0,0,0,0
Female,25 - 45,African-American,F,31,1,0,0,0,1
Male,25 - 45,African-American,F,29,6,0,0,0,1
Male,25 - 45,African-American,F,25,2,0,0,0,0
Male,25 - 45,African-American,M,26,13,0,0,0,0
Female,25 - 45,Hispanic,M,44,0,0,0,0,0
Male,25 - 45,African-American,M,31,11,0,0,0,1
Male,25 - 45,African-American,M,28,3,0,0,0,1
Female,Greater than 45,Hispanic,F,47,1,0,0,0,0
Female,25 - 45,African-American,F,27,10,0,1,0,1
Male,Less than 25,African-American,F,24,0,0,0,2,1
Male,Greater than 45,Caucasian,F,49,0,0,0,0,0
Female,25 - 45,Caucasian,F,40,0,0,0,0,0
Male,Less than 25,African-American,M,22,4,0,0,0,0
Male,25 - 45,African-American,F,28,5,0,0,0,1
Female,Greater than 45,Caucasian,F,51,1,0,0,0,0
Male,Less than 25,African-American,F,24,2,0,0,0,1
Male,Greater than 45,Caucasian,M,49,1,0,0,0,0
Male,25 - 45,Caucasian,M,33,0,0,0,0,1
Male,25 - 45,African-American,F,34,6,0,0,0,1
Male,25 - 45,African-American,M,30,8,0,0,1,1
Male,25 - 45,Caucasian,F,44,0,0,0,0,1
Male,25 - 45,African-American,F,41,12,0,0,3,1
Male,Greater than 45,Caucasian,F,46,0,0,0,0,0
Male,Greater than 45,African-American,M,57,2,0,0,0,0
Female,25 - 45,Caucasian,M,44,1,0,0,0,0
Male,25 - 45,African-American,F,32,0,0,0,0,0
Male,25 - 45,African-American,M,36,1,0,0,0,0
Male,25 - 45,African-American,M,30,1,0,0,0,0
Male,25 - 45,African-American,M,28,0,0,0,0,0
Male,25 - 45,Caucasian,M,31,3,0,0,0,1
Male,25 - 45,African-American,F,29,8,1,0,0,1
Male,Less than 25,African-American,M,21,1,0,0,0,0
Male,Less than 25,African-American,F,23,5,1,0,0,1
Male,25 - 45,Other,M,27,0,0,0,0,0
Male,25 - 45,Caucasian,F,25,4,0,0,0,0
Female,Greater than 45,African-American,F,49,25,0,0,0,1
Male,25 - 45,Other,F,35,2,0,0,0,0
Male,25 - 45,Hispanic,F,35,0,0,0,0,1
Female,25 - 45,African-American,M,25,1,0,0,0,1
Male,25 - 45,Hispanic,M,32,2,1,0,0,1
Male,25 - 45,African-American,F,35,9,0,0,0,0
Male,25 - 45,Caucasian,M,33,4,0,0,0,0
Male,25 - 45,Caucasian,F,38,8,0,0,0,0
Male,25 - 45,African-American,M,32,0,0,0,0,0
Female,Less than 25,African-American,M,23,0,0,0,0,0
Male,Greater than 45,African-American,F,67,3,0,0,0,0
Male,Less than 25,African-American,F,23,4,1,1,2,0
Female,25 - 45,African-American,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,31,9,0,0,0,1
Male,Less than 25,African-American,M,22,0,0,0,0,1
Female,Less than 25,Caucasian,F,20,0,0,0,0,1
Male,Less than 25,African-American,F,24,1,0,0,0,0
Male,25 - 45,African-American,M,37,0,0,0,0,0
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,25 - 45,Other,F,34,0,0,0,0,0
Male,25 - 45,African-American,F,29,9,0,0,1,1
Male,Greater than 45,Caucasian,F,49,3,0,0,0,0
Male,25 - 45,African-American,F,31,2,0,0,0,0
Male,Greater than 45,Caucasian,M,59,0,0,0,0,0
Male,25 - 45,African-American,M,39,2,0,0,0,1
Male,Less than 25,African-American,F,23,1,0,0,1,0
Male,25 - 45,African-American,F,27,3,0,0,0,1
Male,Less than 25,African-American,F,22,1,0,0,0,0
Male,Less than 25,Caucasian,F,21,0,0,0,0,1
Male,25 - 45,African-American,F,36,0,0,0,0,0
Male,25 - 45,African-American,F,30,10,0,0,1,1
Male,25 - 45,Caucasian,M,31,3,0,0,0,0
Female,25 - 45,Hispanic,M,29,0,0,0,0,0
Male,Greater than 45,Other,M,47,5,0,0,0,1
Male,25 - 45,African-American,F,25,7,0,0,0,0
Male,25 - 45,Caucasian,F,26,0,0,0,0,0
Male,Less than 25,African-American,M,24,0,0,0,0,0
Male,25 - 45,Other,F,43,1,0,0,0,0
Male,25 - 45,African-American,F,27,11,1,2,0,0
Male,25 - 45,Caucasian,F,28,4,0,0,0,0
Female,25 - 45,Other,F,33,0,0,0,0,0
Male,Greater than 45,Caucasian,F,54,3,0,0,0,1
Male,Greater than 45,Caucasian,M,57,0,0,0,0,0
Male,Greater than 45,Caucasian,F,54,11,0,0,0,1
Male,25 - 45,African-American,F,30,2,0,0,0,0
Male,25 - 45,Other,M,27,0,0,0,0,0
Female,25 - 45,African-American,F,31,4,0,0,0,0
Male,25 - 45,Caucasian,F,29,0,0,0,0,0
Female,25 - 45,Hispanic,M,29,0,0,0,0,1
Male,25 - 45,Hispanic,M,33,2,0,0,0,0
Male,Less than 25,African-American,M,22,0,0,0,0,0
Male,25 - 45,African-American,F,28,2,0,0,0,0
Male,25 - 45,African-American,M,35,0,0,0,0,1
Male,25 - 45,African-American,F,29,2,0,0,0,1
Male,25 - 45,African-American,F,30,14,0,1,0,0
Female,25 - 45,African-American,M,44,1,0,0,0,0
Male,25 - 45,African-American,F,27,2,0,0,0,1
Female,Greater than 45,Caucasian,M,63,0,0,0,0,0
Male,25 - 45,African-American,F,27,6,0,0,0,1
Male,25 - 45,Other,M,34,3,0,0,0,0
